CHROM	POS	area	nonzero sites	target depth	max depth	mean	shape
chr8	5689049	0	0	0	0	0.000	-nan
chr8	54105058	0	0	0	0	0.000	-nan
chr8	48581210	0	0	0	0	0.000	-nan
chr8	47721187	0	0	0	0	0.000	-nan
chr8	46078509	0	0	0	0	0.000	-nan
chr8	45659165	0	0	0	0	0.000	-nan
chr8	37604682	0	0	0	0	0.000	-nan
chr8	34714804	0	0	0	0	0.000	-nan
chr8	32507726	0	0	0	0	0.000	-nan
chr8	31721930	0	0	0	0	0.000	-nan
chr8	24734716	0	0	0	0	0.000	-nan
chr8	23409294	0	0	0	0	0.000	-nan
chr8	18335338	0	0	0	0	0.000	-nan
chr8	15477531	0	0	0	0	0.000	-nan
chr8	11629363	0	0	0	0	0.000	-nan
chr8	113190753	0	0	0	0	0.000	-nan
chr8	112888558	0	0	0	0	0.000	-nan
chr8	112215825	0	0	0	0	0.000	-nan
chr8	112040728	0	0	0	0	0.000	-nan
chr8	110571861	0	0	0	0	0.000	-nan
chr8	110491399	0	0	0	0	0.000	-nan
chr8	110235372	0	0	0	0	0.000	-nan
chr8	106196261	0	0	0	0	0.000	-nan
chr8	105124887	0	0	0	0	0.000	-nan
chr8	100630360	0	0	0	0	0.000	-nan
chr8	100061669	0	0	0	0	0.000	-nan
chr7	99130597	0	0	0	0	0.000	-nan
chr7	92293716	0	0	0	0	0.000	-nan
chr7	88349671	0	0	0	0	0.000	-nan
chr7	84145465	0	0	0	0	0.000	-nan
chr7	82241275	0	0	0	0	0.000	-nan
chr7	80136827	0	0	0	0	0.000	-nan
chr7	78936989	0	0	0	0	0.000	-nan
chr7	73155943	0	0	0	0	0.000	-nan
chr7	6548106	0	0	0	0	0.000	-nan
chr7	63816938	0	0	0	0	0.000	-nan
chr7	55175469	0	0	0	0	0.000	-nan
chr7	5001006	0	0	0	0	0.000	-nan
chr7	47313106	0	0	0	0	0.000	-nan
chr7	47162334	0	0	0	0	0.000	-nan
chr7	46025088	0	0	0	0	0.000	-nan
chr7	40723429	0	0	0	0	0.000	-nan
chr7	3741786	0	0	0	0	0.000	-nan
chr7	31973747	0	0	0	0	0.000	-nan
chr7	31435920	0	0	0	0	0.000	-nan
chr7	21146197	0	0	0	0	0.000	-nan
chr7	20242040	0	0	0	0	0.000	-nan
chr7	19425340	0	0	0	0	0.000	-nan
chr7	19286648	0	0	0	0	0.000	-nan
chr7	18329425	0	0	0	0	0.000	-nan
chr7	18117326	0	0	0	0	0.000	-nan
chr7	13934892	0	0	0	0	0.000	-nan
chr7	13823590	0	0	0	0	0.000	-nan
chr7	13686976	0	0	0	0	0.000	-nan
chr7	13489099	0	0	0	0	0.000	-nan
chr7	108143127	0	0	0	0	0.000	-nan
chr7	106012025	0	0	0	0	0.000	-nan
chr7	101980505	0	0	0	0	0.000	-nan
chr6	99128924	0	0	0	0	0.000	-nan
chr6	874204	0	0	0	0	0.000	-nan
chr6	74112801	0	0	0	0	0.000	-nan
chr6	73032895	0	0	0	0	0.000	-nan
chr6	66426100	0	0	0	0	0.000	-nan
chr6	65075380	0	0	0	0	0.000	-nan
chr6	61950118	0	0	0	0	0.000	-nan
chr6	55697299	0	0	0	0	0.000	-nan
chr6	53262392	0	0	0	0	0.000	-nan
chr6	49130873	0	0	0	0	0.000	-nan
chr6	4670458	0	0	0	0	0.000	-nan
chr6	40041097	0	0	0	0	0.000	-nan
chr6	11998521	0	0	0	0	0.000	-nan
chr6	119181200	0	0	0	0	0.000	-nan
chr6	119081294	0	0	0	0	0.000	-nan
chr6	118922499	0	0	0	0	0.000	-nan
chr6	118823457	0	0	0	0	0.000	-nan
chr6	118292327	0	0	0	0	0.000	-nan
chr6	118090299	0	0	0	0	0.000	-nan
chr6	116744815	0	0	0	0	0.000	-nan
chr6	116306265	0	0	0	0	0.000	-nan
chr6	115208598	0	0	0	0	0.000	-nan
chr6	114243163	0	0	0	0	0.000	-nan
chr6	113776426	0	0	0	0	0.000	-nan
chr6	110452990	0	0	0	0	0.000	-nan
chr6	109682952	0	0	0	0	0.000	-nan
chr6	108998174	0	0	0	0	0.000	-nan
chr6	108836474	0	0	0	0	0.000	-nan
chr6	108677333	0	0	0	0	0.000	-nan
chr6	108444285	0	0	0	0	0.000	-nan
chr6	108257167	0	0	0	0	0.000	-nan
chr6	107921116	0	0	0	0	0.000	-nan
chr6	106758900	0	0	0	0	0.000	-nan
chr6	101565329	0	0	0	0	0.000	-nan
chr6	101539762	0	0	0	0	0.000	-nan
chr5	99077990	0	0	0	0	0.000	-nan
chr5	96581873	0	0	0	0	0.000	-nan
chr5	9547184	0	0	0	0	0.000	-nan
chr5	94473585	0	0	0	0	0.000	-nan
chr5	91346898	0	0	0	0	0.000	-nan
chr5	85574577	0	0	0	0	0.000	-nan
chr5	8083463	0	0	0	0	0.000	-nan
chr5	7924891	0	0	0	0	0.000	-nan
chr5	78936195	0	0	0	0	0.000	-nan
chr5	77610223	0	0	0	0	0.000	-nan
chr5	77475949	0	0	0	0	0.000	-nan
chr5	76755075	0	0	0	0	0.000	-nan
chr5	76200812	0	0	0	0	0.000	-nan
chr5	74221368	0	0	0	0	0.000	-nan
chr5	73334654	0	0	0	0	0.000	-nan
chr5	72938295	0	0	0	0	0.000	-nan
chr5	72142910	0	0	0	0	0.000	-nan
chr5	70367868	0	0	0	0	0.000	-nan
chr5	67780166	0	0	0	0	0.000	-nan
chr5	63452695	0	0	0	0	0.000	-nan
chr5	61861736	0	0	0	0	0.000	-nan
chr5	58638701	0	0	0	0	0.000	-nan
chr5	58282364	0	0	0	0	0.000	-nan
chr5	56515068	0	0	0	0	0.000	-nan
chr5	55616570	0	0	0	0	0.000	-nan
chr5	49154698	0	0	0	0	0.000	-nan
chr5	34446900	0	0	0	0	0.000	-nan
chr5	30159842	0	0	0	0	0.000	-nan
chr5	30012016	0	0	0	0	0.000	-nan
chr5	28331293	0	0	0	0	0.000	-nan
chr5	22076792	0	0	0	0	0.000	-nan
chr5	21369407	0	0	0	0	0.000	-nan
chr5	16795346	0	0	0	0	0.000	-nan
chr5	14894402	0	0	0	0	0.000	-nan
chr5	13110435	0	0	0	0	0.000	-nan
chr5	119041421	0	0	0	0	0.000	-nan
chr5	118820844	0	0	0	0	0.000	-nan
chr5	117194637	0	0	0	0	0.000	-nan
chr5	116915397	0	0	0	0	0.000	-nan
chr5	116109702	0	0	0	0	0.000	-nan
chr5	115793650	0	0	0	0	0.000	-nan
chr5	115507552	0	0	0	0	0.000	-nan
chr5	114594934	0	0	0	0	0.000	-nan
chr5	114355658	0	0	0	0	0.000	-nan
chr5	113874130	0	0	0	0	0.000	-nan
chr5	113499149	0	0	0	0	0.000	-nan
chr5	113435255	0	0	0	0	0.000	-nan
chr5	11342308	0	0	0	0	0.000	-nan
chr5	112494967	0	0	0	0	0.000	-nan
chr5	111836263	0	0	0	0	0.000	-nan
chr5	111313739	0	0	0	0	0.000	-nan
chr5	108987908	0	0	0	0	0.000	-nan
chr5	108721300	0	0	0	0	0.000	-nan
chr5	107792081	0	0	0	0	0.000	-nan
chr5	107220092	0	0	0	0	0.000	-nan
chr5	107065694	0	0	0	0	0.000	-nan
chr5	105994336	0	0	0	0	0.000	-nan
chr5	105870612	0	0	0	0	0.000	-nan
chr5	105664686	0	0	0	0	0.000	-nan
chr5	105288313	0	0	0	0	0.000	-nan
chr5	104796658	0	0	0	0	0.000	-nan
chr5	104116517	0	0	0	0	0.000	-nan
chr4	97160641	0	0	0	0	0.000	-nan
chr4	96100800	0	0	0	0	0.000	-nan
chr4	86811242	0	0	0	0	0.000	-nan
chr4	83708250	0	0	0	0	0.000	-nan
chr4	77150030	0	0	0	0	0.000	-nan
chr4	76739600	0	0	0	0	0.000	-nan
chr4	74911698	0	0	0	0	0.000	-nan
chr4	73329136	0	0	0	0	0.000	-nan
chr4	6797676	0	0	0	0	0.000	-nan
chr4	29449547	0	0	0	0	0.000	-nan
chr4	25965395	0	0	0	0	0.000	-nan
chr4	25373004	0	0	0	0	0.000	-nan
chr4	25212379	0	0	0	0	0.000	-nan
chr4	22054300	0	0	0	0	0.000	-nan
chr4	20942307	0	0	0	0	0.000	-nan
chr4	18808869	0	0	0	0	0.000	-nan
chr4	1845941	0	0	0	0	0.000	-nan
chr4	15575488	0	0	0	0	0.000	-nan
chr4	15160643	0	0	0	0	0.000	-nan
chr4	13384706	0	0	0	0	0.000	-nan
chr4	13061951	0	0	0	0	0.000	-nan
chr4	117477030	0	0	0	0	0.000	-nan
chr4	115747462	0	0	0	0	0.000	-nan
chr4	115112031	0	0	0	0	0.000	-nan
chr4	113721792	0	0	0	0	0.000	-nan
chr4	11355641	0	0	0	0	0.000	-nan
chr4	111549503	0	0	0	0	0.000	-nan
chr4	108867682	0	0	0	0	0.000	-nan
chr4	10261370	0	0	0	0	0.000	-nan
chr4	100881942	0	0	0	0	0.000	-nan
chr4	100590140	0	0	0	0	0.000	-nan
chr3	99644516	0	0	0	0	0.000	-nan
chr3	9788284	0	0	0	0	0.000	-nan
chr3	9461403	0	0	0	0	0.000	-nan
chr3	92282546	0	0	0	0	0.000	-nan
chr3	88033446	0	0	0	0	0.000	-nan
chr3	87486572	0	0	0	0	0.000	-nan
chr3	81379706	0	0	0	0	0.000	-nan
chr3	81047779	0	0	0	0	0.000	-nan
chr3	79652819	0	0	0	0	0.000	-nan
chr3	71331733	0	0	0	0	0.000	-nan
chr3	71270453	0	0	0	0	0.000	-nan
chr3	70218035	0	0	0	0	0.000	-nan
chr3	57131252	0	0	0	0	0.000	-nan
chr3	56884676	0	0	0	0	0.000	-nan
chr3	52302575	0	0	0	0	0.000	-nan
chr3	51245023	0	0	0	0	0.000	-nan
chr3	43129839	0	0	0	0	0.000	-nan
chr3	25037857	0	0	0	0	0.000	-nan
chr3	2079163	0	0	0	0	0.000	-nan
chr3	20208986	0	0	0	0	0.000	-nan
chr3	19666875	0	0	0	0	0.000	-nan
chr3	15904419	0	0	0	0	0.000	-nan
chr3	14321564	0	0	0	0	0.000	-nan
chr3	13842527	0	0	0	0	0.000	-nan
chr3	12733715	0	0	0	0	0.000	-nan
chr3	120793176	0	0	0	0	0.000	-nan
chr3	117960374	0	0	0	0	0.000	-nan
chr3	116406000	0	0	0	0	0.000	-nan
chr3	114766178	0	0	0	0	0.000	-nan
chr3	114645228	0	0	0	0	0.000	-nan
chr3	114057363	0	0	0	0	0.000	-nan
chr3	112673478	0	0	0	0	0.000	-nan
chr3	109594149	0	0	0	0	0.000	-nan
chr3	109036827	0	0	0	0	0.000	-nan
chr3	10640385	0	0	0	0	0.000	-nan
chr3	10574945	0	0	0	0	0.000	-nan
chr3	105277007	0	0	0	0	0.000	-nan
chr3	104930455	0	0	0	0	0.000	-nan
chr3	104093651	0	0	0	0	0.000	-nan
chr29	9402393	0	0	0	0	0.000	-nan
chr29	924382	0	0	0	0	0.000	-nan
chr2	95199904	0	0	0	0	0.000	-nan
chr29	50586067	0	0	0	0	0.000	-nan
chr29	50274794	0	0	0	0	0.000	-nan
chr29	49979912	0	0	0	0	0.000	-nan
chr29	49357134	0	0	0	0	0.000	-nan
chr29	48501272	0	0	0	0	0.000	-nan
chr29	47744818	0	0	0	0	0.000	-nan
chr29	47143496	0	0	0	0	0.000	-nan
chr29	45023664	0	0	0	0	0.000	-nan
chr29	43652251	0	0	0	0	0.000	-nan
chr29	40227346	0	0	0	0	0.000	-nan
chr2	9392864	0	0	0	0	0.000	-nan
chr29	33174195	0	0	0	0	0.000	-nan
chr2	93255548	0	0	0	0	0.000	-nan
chr29	30121058	0	0	0	0	0.000	-nan
chr29	29615690	0	0	0	0	0.000	-nan
chr29	29030949	0	0	0	0	0.000	-nan
chr29	2858774	0	0	0	0	0.000	-nan
chr29	26009039	0	0	0	0	0.000	-nan
chr29	19332325	0	0	0	0	0.000	-nan
chr29	16887246	0	0	0	0	0.000	-nan
chr29	11494624	0	0	0	0	0.000	-nan
chr29	10927213	0	0	0	0	0.000	-nan
chr28	8405752	0	0	0	0	0.000	-nan
chr28	5290624	0	0	0	0	0.000	-nan
chr2	84906140	0	0	0	0	0.000	-nan
chr28	45477736	0	0	0	0	0.000	-nan
chr28	43815606	0	0	0	0	0.000	-nan
chr2	84373549	0	0	0	0	0.000	-nan
chr28	41426445	0	0	0	0	0.000	-nan
chr28	41268877	0	0	0	0	0.000	-nan
chr28	37740393	0	0	0	0	0.000	-nan
chr28	34596948	0	0	0	0	0.000	-nan
chr28	33096710	0	0	0	0	0.000	-nan
chr28	21137219	0	0	0	0	0.000	-nan
chr28	19436356	0	0	0	0	0.000	-nan
chr28	19236395	0	0	0	0	0.000	-nan
chr28	18563983	0	0	0	0	0.000	-nan
chr28	13773876	0	0	0	0	0.000	-nan
chr28	12885549	0	0	0	0	0.000	-nan
chr28	1260703	0	0	0	0	0.000	-nan
chr2	79467937	0	0	0	0	0.000	-nan
chr2	79158289	0	0	0	0	0.000	-nan
chr27	8503526	0	0	0	0	0.000	-nan
chr2	7676701	0	0	0	0	0.000	-nan
chr27	4773380	0	0	0	0	0.000	-nan
chr27	43629776	0	0	0	0	0.000	-nan
chr27	41649894	0	0	0	0	0.000	-nan
chr27	41582348	0	0	0	0	0.000	-nan
chr27	41552378	0	0	0	0	0.000	-nan
chr27	39958868	0	0	0	0	0.000	-nan
chr27	32811896	0	0	0	0	0.000	-nan
chr27	3243778	0	0	0	0	0.000	-nan
chr27	31000748	0	0	0	0	0.000	-nan
chr27	297939	0	0	0	0	0.000	-nan
chr27	25529206	0	0	0	0	0.000	-nan
chr2	71733189	0	0	0	0	0.000	-nan
chr2	71598306	0	0	0	0	0.000	-nan
chr27	14053470	0	0	0	0	0.000	-nan
chr27	12900676	0	0	0	0	0.000	-nan
chr2	70299375	0	0	0	0	0.000	-nan
chr2	69702568	0	0	0	0	0.000	-nan
chr2	68190973	0	0	0	0	0.000	-nan
chr26	6987897	0	0	0	0	0.000	-nan
chr26	51358644	0	0	0	0	0.000	-nan
chr26	51337748	0	0	0	0	0.000	-nan
chr26	50817832	0	0	0	0	0.000	-nan
chr2	65069111	0	0	0	0	0.000	-nan
chr26	49803471	0	0	0	0	0.000	-nan
chr2	64944577	0	0	0	0	0.000	-nan
chr26	49115191	0	0	0	0	0.000	-nan
chr26	48672511	0	0	0	0	0.000	-nan
chr26	48407132	0	0	0	0	0.000	-nan
chr26	48146676	0	0	0	0	0.000	-nan
chr26	47907511	0	0	0	0	0.000	-nan
chr2	64570901	0	0	0	0	0.000	-nan
chr26	42959099	0	0	0	0	0.000	-nan
chr26	32417234	0	0	0	0	0.000	-nan
chr26	31718006	0	0	0	0	0.000	-nan
chr26	29287850	0	0	0	0	0.000	-nan
chr26	29261120	0	0	0	0	0.000	-nan
chr26	28263449	0	0	0	0	0.000	-nan
chr26	26491673	0	0	0	0	0.000	-nan
chr26	26369696	0	0	0	0	0.000	-nan
chr26	25880225	0	0	0	0	0.000	-nan
chr26	24945558	0	0	0	0	0.000	-nan
chr26	24531762	0	0	0	0	0.000	-nan
chr26	24337879	0	0	0	0	0.000	-nan
chr2	62106462	0	0	0	0	0.000	-nan
chr26	18477721	0	0	0	0	0.000	-nan
chr26	15861363	0	0	0	0	0.000	-nan
chr26	14532796	0	0	0	0	0.000	-nan
chr26	10375914	0	0	0	0	0.000	-nan
chr26	10255257	0	0	0	0	0.000	-nan
chr2	60223427	0	0	0	0	0.000	-nan
chr2	59143631	0	0	0	0	0.000	-nan
chr2	5823065	0	0	0	0	0.000	-nan
chr25	6292679	0	0	0	0	0.000	-nan
chr2	55876483	0	0	0	0	0.000	-nan
chr25	4667893	0	0	0	0	0.000	-nan
chr25	42768469	0	0	0	0	0.000	-nan
chr25	42609053	0	0	0	0	0.000	-nan
chr25	41766397	0	0	0	0	0.000	-nan
chr25	39785036	0	0	0	0	0.000	-nan
chr25	39544406	0	0	0	0	0.000	-nan
chr25	3696386	0	0	0	0	0.000	-nan
chr25	36448528	0	0	0	0	0.000	-nan
chr25	3503431	0	0	0	0	0.000	-nan
chr25	34851457	0	0	0	0	0.000	-nan
chr25	34072989	0	0	0	0	0.000	-nan
chr25	33626519	0	0	0	0	0.000	-nan
chr25	26000029	0	0	0	0	0.000	-nan
chr25	24710965	0	0	0	0	0.000	-nan
chr25	23730846	0	0	0	0	0.000	-nan
chr25	2180561	0	0	0	0	0.000	-nan
chr25	2152450	0	0	0	0	0.000	-nan
chr25	17040003	0	0	0	0	0.000	-nan
chr25	15066140	0	0	0	0	0.000	-nan
chr25	14110866	0	0	0	0	0.000	-nan
chr25	11320422	0	0	0	0	0.000	-nan
chr25	10992141	0	0	0	0	0.000	-nan
chr24	6371848	0	0	0	0	0.000	-nan
chr24	58497286	0	0	0	0	0.000	-nan
chr24	54816758	0	0	0	0	0.000	-nan
chr24	51254220	0	0	0	0	0.000	-nan
chr24	49418131	0	0	0	0	0.000	-nan
chr24	38826814	0	0	0	0	0.000	-nan
chr24	3835010	0	0	0	0	0.000	-nan
chr24	2393799	0	0	0	0	0.000	-nan
chr24	2325199	0	0	0	0	0.000	-nan
chr24	22218996	0	0	0	0	0.000	-nan
chr24	21071942	0	0	0	0	0.000	-nan
chr24	1137517	0	0	0	0	0.000	-nan
chr2	40069615	0	0	0	0	0.000	-nan
chr23	9020370	0	0	0	0	0.000	-nan
chr23	8124701	0	0	0	0	0.000	-nan
chr23	7802540	0	0	0	0	0.000	-nan
chr23	7547152	0	0	0	0	0.000	-nan
chr23	7457297	0	0	0	0	0.000	-nan
chr23	7332040	0	0	0	0	0.000	-nan
chr23	6695924	0	0	0	0	0.000	-nan
chr23	5484629	0	0	0	0	0.000	-nan
chr23	50688169	0	0	0	0	0.000	-nan
chr23	5047746	0	0	0	0	0.000	-nan
chr23	49177882	0	0	0	0	0.000	-nan
chr23	48659316	0	0	0	0	0.000	-nan
chr23	47627821	0	0	0	0	0.000	-nan
chr23	47430303	0	0	0	0	0.000	-nan
chr23	47252410	0	0	0	0	0.000	-nan
chr23	4622145	0	0	0	0	0.000	-nan
chr23	40154307	0	0	0	0	0.000	-nan
chr23	37321456	0	0	0	0	0.000	-nan
chr23	35706449	0	0	0	0	0.000	-nan
chr23	31222893	0	0	0	0	0.000	-nan
chr23	30953560	0	0	0	0	0.000	-nan
chr23	27306794	0	0	0	0	0.000	-nan
chr23	21839804	0	0	0	0	0.000	-nan
chr23	20839912	0	0	0	0	0.000	-nan
chr23	20402235	0	0	0	0	0.000	-nan
chr23	2019984	0	0	0	0	0.000	-nan
chr23	17200995	0	0	0	0	0.000	-nan
chr2	3151988	0	0	0	0	0.000	-nan
chr23	15123633	0	0	0	0	0.000	-nan
chr2	31388588	0	0	0	0	0.000	-nan
chr23	13770706	0	0	0	0	0.000	-nan
chr23	13371914	0	0	0	0	0.000	-nan
chr23	12447483	0	0	0	0	0.000	-nan
chr23	11907304	0	0	0	0	0.000	-nan
chr23	10146618	0	0	0	0	0.000	-nan
chr2	30426694	0	0	0	0	0.000	-nan
chr2	28923175	0	0	0	0	0.000	-nan
chr22	60105534	0	0	0	0	0.000	-nan
chr22	59951939	0	0	0	0	0.000	-nan
chr22	58166944	0	0	0	0	0.000	-nan
chr22	56877830	0	0	0	0	0.000	-nan
chr22	49695502	0	0	0	0	0.000	-nan
chr22	3805493	0	0	0	0	0.000	-nan
chr22	21495295	0	0	0	0	0.000	-nan
chr22	16588476	0	0	0	0	0.000	-nan
chr2	21565892	0	0	0	0	0.000	-nan
chr22	14611271	0	0	0	0	0.000	-nan
chr22	12558542	0	0	0	0	0.000	-nan
chr22	12508650	0	0	0	0	0.000	-nan
chr21	69308529	0	0	0	0	0.000	-nan
chr2	16747927	0	0	0	0	0.000	-nan
chr21	63626175	0	0	0	0	0.000	-nan
chr21	61994596	0	0	0	0	0.000	-nan
chr21	53268657	0	0	0	0	0.000	-nan
chr21	48878348	0	0	0	0	0.000	-nan
chr21	47429664	0	0	0	0	0.000	-nan
chr21	45275914	0	0	0	0	0.000	-nan
chr2	134388957	0	0	0	0	0.000	-nan
chr2	134162475	0	0	0	0	0.000	-nan
chr21	3089788	0	0	0	0	0.000	-nan
chr21	30887166	0	0	0	0	0.000	-nan
chr21	29603300	0	0	0	0	0.000	-nan
chr21	28474430	0	0	0	0	0.000	-nan
chr2	128362356	0	0	0	0	0.000	-nan
chr21	2833841	0	0	0	0	0.000	-nan
chr2	126833355	0	0	0	0	0.000	-nan
chr21	26628266	0	0	0	0	0.000	-nan
chr2	124651276	0	0	0	0	0.000	-nan
chr21	24396834	0	0	0	0	0.000	-nan
chr2	123738750	0	0	0	0	0.000	-nan
chr2	121753050	0	0	0	0	0.000	-nan
chr2	120372184	0	0	0	0	0.000	-nan
chr21	20003049	0	0	0	0	0.000	-nan
chr2	116722937	0	0	0	0	0.000	-nan
chr2	113287375	0	0	0	0	0.000	-nan
chr2	112704217	0	0	0	0	0.000	-nan
chr2	111996243	0	0	0	0	0.000	-nan
chr2	110911405	0	0	0	0	0.000	-nan
chr20	8042174	0	0	0	0	0.000	-nan
chr20	71242162	0	0	0	0	0.000	-nan
chr20	71145036	0	0	0	0	0.000	-nan
chr20	69769923	0	0	0	0	0.000	-nan
chr20	69638889	0	0	0	0	0.000	-nan
chr20	68570593	0	0	0	0	0.000	-nan
chr20	67790886	0	0	0	0	0.000	-nan
chr20	67060156	0	0	0	0	0.000	-nan
chr20	65858629	0	0	0	0	0.000	-nan
chr20	64339708	0	0	0	0	0.000	-nan
chr20	62915138	0	0	0	0	0.000	-nan
chr20	61154206	0	0	0	0	0.000	-nan
chr20	59463185	0	0	0	0	0.000	-nan
chr20	55693186	0	0	0	0	0.000	-nan
chr20	54337359	0	0	0	0	0.000	-nan
chr20	54205660	0	0	0	0	0.000	-nan
chr20	47935135	0	0	0	0	0.000	-nan
chr20	46993779	0	0	0	0	0.000	-nan
chr20	39326030	0	0	0	0	0.000	-nan
chr20	3456843	0	0	0	0	0.000	-nan
chr20	2557875	0	0	0	0	0.000	-nan
chr20	2021825	0	0	0	0	0.000	-nan
chr20	19067656	0	0	0	0	0.000	-nan
chr20	1741144	0	0	0	0	0.000	-nan
chr20	17203441	0	0	0	0	0.000	-nan
chr20	16780562	0	0	0	0	0.000	-nan
chr20	12343626	0	0	0	0	0.000	-nan
chr19	9417472	0	0	0	0	0.000	-nan
chr1	99193414	0	0	0	0	0.000	-nan
chr19	7833507	0	0	0	0	0.000	-nan
chr1	97366224	0	0	0	0	0.000	-nan
chr1	96942515	0	0	0	0	0.000	-nan
chr19	64007020	0	0	0	0	0.000	-nan
chr19	63501602	0	0	0	0	0.000	-nan
chr19	63354177	0	0	0	0	0.000	-nan
chr19	62739539	0	0	0	0	0.000	-nan
chr19	5934292	0	0	0	0	0.000	-nan
chr19	58919656	0	0	0	0	0.000	-nan
chr19	58591026	0	0	0	0	0.000	-nan
chr19	57714093	0	0	0	0	0.000	-nan
chr19	56558474	0	0	0	0	0.000	-nan
chr19	55820165	0	0	0	0	0.000	-nan
chr19	55075248	0	0	0	0	0.000	-nan
chr19	54560939	0	0	0	0	0.000	-nan
chr19	52204366	0	0	0	0	0.000	-nan
chr19	51912353	0	0	0	0	0.000	-nan
chr19	50395621	0	0	0	0	0.000	-nan
chr19	50142079	0	0	0	0	0.000	-nan
chr19	49219862	0	0	0	0	0.000	-nan
chr1	94882092	0	0	0	0	0.000	-nan
chr19	48405522	0	0	0	0	0.000	-nan
chr19	47747000	0	0	0	0	0.000	-nan
chr19	42949791	0	0	0	0	0.000	-nan
chr19	42924824	0	0	0	0	0.000	-nan
chr19	42425854	0	0	0	0	0.000	-nan
chr19	39908518	0	0	0	0	0.000	-nan
chr19	33790355	0	0	0	0	0.000	-nan
chr19	33112217	0	0	0	0	0.000	-nan
chr1	93252324	0	0	0	0	0.000	-nan
chr19	32214520	0	0	0	0	0.000	-nan
chr19	28366978	0	0	0	0	0.000	-nan
chr19	28155640	0	0	0	0	0.000	-nan
chr19	25987019	0	0	0	0	0.000	-nan
chr19	22941924	0	0	0	0	0.000	-nan
chr19	21031266	0	0	0	0	0.000	-nan
chr19	20209601	0	0	0	0	0.000	-nan
chr1	91840711	0	0	0	0	0.000	-nan
chr19	17650636	0	0	0	0	0.000	-nan
chr19	15280833	0	0	0	0	0.000	-nan
chr19	12794835	0	0	0	0	0.000	-nan
chr1	90661826	0	0	0	0	0.000	-nan
chr1	89358746	0	0	0	0	0.000	-nan
chr1	88580972	0	0	0	0	0.000	-nan
chr18	8467053	0	0	0	0	0.000	-nan
chr18	53224637	0	0	0	0	0.000	-nan
chr18	50388295	0	0	0	0	0.000	-nan
chr18	49966161	0	0	0	0	0.000	-nan
chr18	49425129	0	0	0	0	0.000	-nan
chr18	42913312	0	0	0	0	0.000	-nan
chr18	41821824	0	0	0	0	0.000	-nan
chr18	40502222	0	0	0	0	0.000	-nan
chr18	33814508	0	0	0	0	0.000	-nan
chr18	28710333	0	0	0	0	0.000	-nan
chr18	27121620	0	0	0	0	0.000	-nan
chr18	2605068	0	0	0	0	0.000	-nan
chr18	25766246	0	0	0	0	0.000	-nan
chr18	22760454	0	0	0	0	0.000	-nan
chr18	18050573	0	0	0	0	0.000	-nan
chr1	8169171	0	0	0	0	0.000	-nan
chr18	14080721	0	0	0	0	0.000	-nan
chr18	11377349	0	0	0	0	0.000	-nan
chr17	9420286	0	0	0	0	0.000	-nan
chr1	77714384	0	0	0	0	0.000	-nan
chr17	74965917	0	0	0	0	0.000	-nan
chr17	7435506	0	0	0	0	0.000	-nan
chr17	73944910	0	0	0	0	0.000	-nan
chr17	71585017	0	0	0	0	0.000	-nan
chr17	71058542	0	0	0	0	0.000	-nan
chr17	7044943	0	0	0	0	0.000	-nan
chr1	76994473	0	0	0	0	0.000	-nan
chr17	69496827	0	0	0	0	0.000	-nan
chr1	76709966	0	0	0	0	0.000	-nan
chr17	66577267	0	0	0	0	0.000	-nan
chr17	66404457	0	0	0	0	0.000	-nan
chr17	65425898	0	0	0	0	0.000	-nan
chr17	6066985	0	0	0	0	0.000	-nan
chr17	58066970	0	0	0	0	0.000	-nan
chr17	5713014	0	0	0	0	0.000	-nan
chr17	5221648	0	0	0	0	0.000	-nan
chr17	50509616	0	0	0	0	0.000	-nan
chr17	4868260	0	0	0	0	0.000	-nan
chr17	48522454	0	0	0	0	0.000	-nan
chr17	47639849	0	0	0	0	0.000	-nan
chr17	46140151	0	0	0	0	0.000	-nan
chr17	45680964	0	0	0	0	0.000	-nan
chr17	42265637	0	0	0	0	0.000	-nan
chr17	4096390	0	0	0	0	0.000	-nan
chr17	34377273	0	0	0	0	0.000	-nan
chr17	3248433	0	0	0	0	0.000	-nan
chr17	2959541	0	0	0	0	0.000	-nan
chr17	28753179	0	0	0	0	0.000	-nan
chr17	25851917	0	0	0	0	0.000	-nan
chr1	71990164	0	0	0	0	0.000	-nan
chr17	188232	0	0	0	0	0.000	-nan
chr17	1672350	0	0	0	0	0.000	-nan
chr17	13919431	0	0	0	0	0.000	-nan
chr17	13455789	0	0	0	0	0.000	-nan
chr1	71229186	0	0	0	0	0.000	-nan
chr16	9237727	0	0	0	0	0.000	-nan
chr16	77286528	0	0	0	0	0.000	-nan
chr16	76224767	0	0	0	0	0.000	-nan
chr16	73801987	0	0	0	0	0.000	-nan
chr1	6643840	0	0	0	0	0.000	-nan
chr16	61381571	0	0	0	0	0.000	-nan
chr1	65820556	0	0	0	0	0.000	-nan
chr16	50737341	0	0	0	0	0.000	-nan
chr16	43922934	0	0	0	0	0.000	-nan
chr16	41131267	0	0	0	0	0.000	-nan
chr1	63825187	0	0	0	0	0.000	-nan
chr16	32837609	0	0	0	0	0.000	-nan
chr16	28319406	0	0	0	0	0.000	-nan
chr16	27752635	0	0	0	0	0.000	-nan
chr16	27671753	0	0	0	0	0.000	-nan
